Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles
CHEMBL1650551,IC50,'=',640,nM,6.19,CHEMBL1656203,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1649074,640,6.19,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1
CHEMBL3601077,IC50,'=',647,nM,6.19,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,647,6.19,OC[C@H]1C[C@@H](Nc2nc(NC3CC3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O
CHEMBL3940395,IC50,'=',640,nM,6.19,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,640,6.19,O=c1[nH]c(N2CCOCC2)nc(NCCNCCO)c1-c1nc2ccccc2s1
CHEMBL3892585,IC50,'=',650,nM,6.19,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,650,6.19,O=C(Nc1cc(Cl)ccc1N1CCC(CO)C1)c1cnn2cccnc12
CHEMBL3896014,IC50,'=',640,nM,6.19,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,640,6.19,COc1cc(C(=O)NCCCO)ccc1NC(=O)c1cnn2cccnc12
CHEMBL256719,IC50,'=',660,nM,6.18,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,660,6.18,O=C(Nc1ccccc1Cl)c1cccc(-c2cn[nH]c2)n1
CHEMBL4115260,IC50,'=',660,nM,6.18,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,660,6.18,CC(C)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL4518902,IC50,'=',653,nM,6.18,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,653,6.18,Cn1cc(NC(=O)c2cccc(-n3cccc3)n2)c(C(N)=O)n1
CHEMBL4108483,IC50,'=',656,nM,6.18,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,656,6.18,O=c1[nH]c(NC2CNC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4114262,IC50,'=',654,nM,6.18,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,654,6.18,O=c1[nH]c(Nc2ccncc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3985495,IC50,'=',670,nM,6.17,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,670,6.17,O=c1[nH]c(N2CCOCC2)nc(NCCNCCO)c1-c1ccc2ccccc2n1
CHEMBL4283453,IC50,'=',671,nM,6.17,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,671,6.17,CN(C)[C@H]1CC[C@H](Oc2ncnn3ccc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4467632,IC50,'=',683,nM,6.17,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,683,6.17,Cn1cc(NC(=O)c2cccc(-c3cnccc3Cl)n2)c(C(N)=O)n1
CHEMBL3968119,IC50,'=',675.9,nM,6.17,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,675.9,6.17,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(-c2ccc(F)c(S(=O)(=O)NC(C)(C)C)c2)o1
CHEMBL4108513,IC50,'=',694,nM,6.16,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,694,6.16,Nc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL254546,IC50,'=',700,nM,6.16,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,700,6.16,CN1CCN(c2ccc(NC(=O)c3csc(-c4cccnc4)n3)cc2)CC1
CHEMBL4109087,IC50,'=',690,nM,6.16,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,690,6.16,CN1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL3586483,IC50,'=',690,nM,6.16,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,690,6.16,Cc1ccc(-n2nc(-c3ccccc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL256917,IC50,'=',710,nM,6.15,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,710,6.15,Cn1cc(-c2cccc(C(=O)Nc3ccccc3Cl)n2)cn1
CHEMBL5204435,IC50,'=',711,nM,6.15,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,711,6.15,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(C(=O)N4CCCC4)ccc3F)nc3ccsc23)[C@H]2C=C[C@@H]1C2
CHEMBL4113648,IC50,'=',730,nM,6.14,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,730,6.14,O=c1[nH]c(C2CCN(C3CCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL5270577,IC50,'=',730,nM,6.14,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,730,6.14,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)cn5)ccc4n3)cn2)CC1
CHEMBL3900722,IC50,'=',717,nM,6.14,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,717,6.14,O=C(Nc1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12
CHEMBL4099198,IC50,'=',730,nM,6.14,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,730,6.14,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)Cc1ccccc1
CHEMBL4472816,IC50,'=',730,nM,6.14,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,730,6.14,CN1CCC(CNC(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C1
CHEMBL4068348,IC50,'=',730,nM,6.14,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,730,6.14,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC
CHEMBL3982323,IC50,'=',720,nM,6.14,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,720,6.14,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)C1
CHEMBL4288288,IC50,'=',738,nM,6.13,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,738,6.13,Cn1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c21
CHEMBL3971885,IC50,'=',739,nM,6.13,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,739,6.13,CN(C)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL4790192,IC50,'=',740,nM,6.13,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,740,6.13,Cc1noc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)n1
CHEMBL4109321,IC50,'=',757,nM,6.12,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,757,6.12,COc1ccc(N2CC3CC2CN3c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)cc1
CHEMBL3963873,IC50,'=',763.8,nM,6.12,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,763.8,6.12,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)N2CCN(c3ccc(F)cc3F)CC2)cs1
CHEMBL3909791,IC50,'=',766,nM,6.12,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,766,6.12,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1
CHEMBL3983974,IC50,'=',780,nM,6.11,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,780,6.11,CC(O)CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL3917833,IC50,'=',780,nM,6.11,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,780,6.11,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCC(O)CC2)c1-c1nc2ccccc2s1
CHEMBL259797,IC50,'=',800,nM,6.1,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,800,6.1,COc1ccccc1NC(=O)c1csc(-c2cccnc2)n1
CHEMBL4113113,IC50,'=',792,nM,6.1,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,792,6.1,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC(F)(F)C2)c1-c1nc2ccccc2s1
CHEMBL4788562,IC50,'=',797,nM,6.1,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,797,6.1,O=C(Nc1ccc2nc(N3CCOCC3)oc2c1)c1cccc(-c2cccnc2)n1
CHEMBL3963416,IC50,'=',799,nM,6.1,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,799,6.1,O=C(Nc1cc(Cl)ccc1C1CCCCC1)c1cnn2cccnc12
CHEMBL3976860,IC50,'=',787,nM,6.1,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,787,6.1,COc1cc2cc[nH]c2cc1NC(=O)c1cnn2cccnc12
CHEMBL3921439,IC50,'=',795,nM,6.1,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,795,6.1,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCC2CCCCC2)cs1
CHEMBL377259,IC50,'=',800,nM,6.1,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,800,6.1,Cc1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1
CHEMBL3922946,IC50,'=',798,nM,6.1,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,798,6.1,CSc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3892422,IC50,'=',812.8,nM,6.09,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,812.8,6.09,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1ccc2cn[nH]c2c1
CHEMBL4294035,IC50,'=',812.83,nM,6.09,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,812.83,6.09,CN(C)[C@H]1CC[C@H](Nc2ncnc3cscc23)CC1
CHEMBL4064661,IC50,'=',840,nM,6.08,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,840,6.08,CC(C)Oc1cc2c(OC[C@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL3403436,IC50,'=',830,nM,6.08,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,830,6.08,Nc1ncc(-c2ccccn2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1
CHEMBL4080656,IC50,'=',840,nM,6.08,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,840,6.08,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)c1ccccc1
CHEMBL4788568,IC50,'=',840,nM,6.08,CHEMBL4729447,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4725370,840,6.08,CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnc4[nH]cc(C(C)C)c34)CC2)CC1
CHEMBL3960060,IC50,'=',833,nM,6.08,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,833,6.08,COc1cc(C(=O)NCCCO)ccc1NC(=O)c1csc2cncnc12
CHEMBL4106466,IC50,'=',851,nM,6.07,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,851,6.07,CN1CCC2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)C2C1
CHEMBL3601083,IC50,'=',852,nM,6.07,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,852,6.07,Cc1cc(Nc2ncc(-c3cscn3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1
CHEMBL4110321,IC50,'=',850,nM,6.07,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,850,6.07,CC(C)[C@H]1C[C@@H](Nc2nc[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL4109853,IC50,'=',872,nM,6.06,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,872,6.06,Cc1ccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)nc1
CHEMBL4112526,IC50,'=',864,nM,6.06,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,864,6.06,O=c1[nH]c(N2CCOCC2CO)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL2022369,IC50,'=',873,nM,6.06,CHEMBL2024840,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2021851,873,6.06,Cc1cn2c(-c3cnn(CC(=O)NCc4cccs4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1
CHEMBL3945308,IC50,'=',875,nM,6.06,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,875,6.06,Cc1oc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)nc1NC(=O)OC(C)(C)C
CHEMBL4111171,IC50,'=',892,nM,6.05,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,892,6.05,O=c1[nH]c(NC2COC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4436128,IC50,'=',910,nM,6.04,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,910,6.04,CCn1c(N2CCOCC2)nc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc21
CHEMBL255253,IC50,'=',914,nM,6.04,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,914,6.04,CN1[C@@H]2CC[C@H]1CC(Nc1cccc(-c3cnc4ccccn34)n1)C2
CHEMBL4113923,IC50,'=',923,nM,6.04,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,923,6.04,Cc1cc2sc(-c3c(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)nc(N4CCOCC4)[nH]c3=O)nc2c(C)n1
CHEMBL3601085,IC50,'=',932,nM,6.03,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,932,6.03,Cc1cc(Nc2ncc(-n3cccn3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1
CHEMBL3901125,IC50,'=',960.7,nM,6.02,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,960.7,6.02,CCOC(=O)c1nc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)sc1C
CHEMBL3622185,IC50,'=',972,nM,6.01,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,972,6.01,CCc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3403455,IC50,'=',1000,nM,6,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,1000,6,Cc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1
CHEMBL210774,IC50,'=',1000,nM,6,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1000,6,C=CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL1650545,IC50,'=',1000,nM,6,CHEMBL1656203,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1649074,1000,6,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl
CHEMBL3403454,IC50,'=',1000,nM,6,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,1000,6,Cc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1
CHEMBL210354,IC50,'=',1000,nM,6,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1000,6,COCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL408383,IC50,'=',1000,nM,6,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,1000,6,O=C(Nc1ccccc1OC(F)F)c1csc(-c2cccnc2)n1
CHEMBL208709,IC50,'=',1000,nM,6,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1000,6,CCOC(=O)CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL209202,IC50,'=',1000,nM,6,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1000,6,CC(C)n1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL3938382,IC50,'=',1029,nM,5.99,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1029,5.99,O=C(Nc1cccc(NCCO)c1N1CCCCC1)c1cnn2cccnc12
CHEMBL3947045,IC50,'=',1050,nM,5.98,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1050,5.98,Cc1ncoc1COc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL2018065,IC50,'=',1060,nM,5.97,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,1060,5.97,Cc1nc(N)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL404472,IC50,'=',1085,nM,5.96,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1085,5.96,Cc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1
CHEMBL2381116,IC50,'=',1100,nM,5.96,CHEMBL2384686,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2380296,1100,5.96,COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2
CHEMBL4561018,IC50,'=',1100,nM,5.96,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,1100,5.96,Cn1cc(NC(=O)c2cccc(-c3ccc(N4CCOCC4)nc3)n2)c(C(N)=O)n1
CHEMBL4467839,IC50,'=',1100,nM,5.96,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,1100,5.96,Cn1cc(NC(=O)c2cncc(-c3ccnc(NCC4CC4)c3)c2)c(C(N)=O)n1
CHEMBL2381601,IC50,'=',1100,nM,5.96,CHEMBL2383894,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2380230,1100,5.96,NC(=O)c1cnc(N[C@H]2CC[C@H](N)CC2)c2nc(-c3ccc(Cl)cc3)cn12
CHEMBL4106852,IC50,'=',1114,nM,5.95,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1114,5.95,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nccs1
CHEMBL258233,IC50,'=',1134,nM,5.95,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1134,5.95,Cn1nccc1Nc1cccc(-c2cnc3ccccn23)n1
CHEMBL3403442,IC50,'=',1140,nM,5.94,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,1140,5.94,Nc1ncc(-c2cnc3ccccn23)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1
CHEMBL2022379,IC50,'=',1142,nM,5.94,CHEMBL2024840,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2021851,1142,5.94,Cc1cn2c(-c3cnn(CC(=O)Nc4ccncc4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1
CHEMBL256734,IC50,'=',1156,nM,5.94,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1156,5.94,c1ccc(Nc2cccc(-c3cnc4ccccn34)n2)cc1
CHEMBL3601195,IC50,'=',1140,nM,5.94,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,1140,5.94,OC[C@H]1C[C@@H](Nc2cc(Nc3ccc(F)cc3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL4280028,IC50,'=',1202.26,nM,5.92,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,1202.26,5.92,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(=O)N(C)C)c34)CC2)CC1
CHEMBL3908895,IC50,'=',1200,nM,5.92,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,1200,5.92,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1
CHEMBL404514,IC50,'=',1200,nM,5.92,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,1200,5.92,COc1ccc(NC(=O)c2csc(-c3cccnc3)n2)c(OC)c1
